Name,Class,ManaCost,Attack,Health,Text
Tho'grun el jefe-bomba,10,8,7,7,<b>Grito de batalla:</b> Mete 3 T.N.T. en tu mazo. Cuando se roban, explotan una carta en la mano, el mazo y el tablero enemigos.
Thori'belore,10,4,4,4,<b>Embestir</b> <b>Último aliento:</b> Entra en <b>Letargo</b>. ¡Lanza un hechizo de Fuego para revivir a Thori'belore!
Thorim, Señor de la Tormenta,8,3,3,4,<b>Grito de batalla:</b> Desbloquea tus cristales de maná <b>sobrecargados</b>. Roba el mismo número de cartas.
Thrall Agorero,8,5,-1,30,<b>Grito de batalla:</b> Transforma a tus esbirros en esbirros aleatorios que cuestan (2) cristales más.
Tiburoso,3,3,4,3,<b>Esquivo</b>
Tiburón financiero,7,3,3,4,<b>Grito de batalla:</b> Le da una moneda a tu oponente. <b> Último aliento:</b> Recibes dos.
Tiburón guja,14,4,4,3,<b>Grito de batalla:</b> Si tu héroe ha atacado este turno, inflige 2 p. de daño a todos los enemigos.
Tiempo muerto,5,3,-1,-1,Tu héroe es <b>inmune</b> hasta el próximo turno.
Tierra de Disputa,14,2,-1,-1,Tus esbirros tienen +1 p. de ataque. Dura 3 turnos.
Tigre astral,2,4,3,5,<b>Último aliento:</b> Mete una copia de este esbirro en tu mazo.
Tigre de Tuercespina,12,5,5,5,<b>Sigilo</b>
Tigre de Tuercespina,12,5,5,5,<b>Sigilo</b>
Tigre de Tuercespina,12,5,5,5,<b>Sigilo</b>
Tigresa de peluche,5,4,3,2,<b>Miniaturizar</b>, <b>Embestir</b>, <b>Robo de vida</b>, <b>Escudo divino</b>
Tiquetus,9,6,8,8,<b>Grito de batalla:</b> Elimina las 5 primeras cartas de tu mazo.<b>Corrupción:</b> Del mazo de tu oponente.
Tirador dormido,12,2,0,4,Tiene +4 p. de ataque mientras está dañado.
Tirador enano,3,1,1,3,Tu poder de héroe puede usarse contra esbirros.
Tirador estelar,3,4,2,-1,Después de que tu héroe ataque, consigue un Disparo Arcano.
Tiradora ciega,14,4,3,3,Después de que juegues un naga, inflige 2 p. de daño a un enemigo aleatorio y roba un hechizo. <i>(¡Luego cambia!)</i> Después de que lances un hechizo, inflige 2 p. de daño a un enemigo aleatorio y roba un naga. <i>(¡Luego cambia!)</i>
Tiraganchos de Utgarde,12,6,5,5,<b>Grito de batalla:</b> Ambos jugadores roban una carta. Si es un dragón, lo invoca.
Tirano Arcano,12,5,4,4,Cuesta (0) cristales si has lanzado un hechizo que costase (5) cristales o más este turno.
Tirano siamés,12,8,4,10,<b>Grito de batalla:</b> Inflige 4 p. de daño a dos esbirros enemigos aleatorios.
Tiranosaurio de juguete,3,7,7,6,<b>Embestir</b> <b>Último aliento:</b> Inflige 5 p. de daño a un enemigo aleatorio.
Tirapeces,12,2,3,2,<b>Grito de batalla:</b> Añade un múrloc aleatorio a la mano de cada jugador.
Tirion Vadín,5,8,8,8,<b>Escudo divino</b> <b>Provocar</b> <b>Último aliento:</b> Equipa una Crematoria 5/3.
Tirion Vadín,5,8,8,8,<b>Escudo divino</b>, <b>Provocar</b> <b>Último aliento:</b> Equipa una Crematoria 5/3.
Tirion Vadín,5,8,6,6,<b>Escudo divino</b>. <b>Provocar</b> <b>Último aliento:</b> Equipa una Crematoria 5/3.
Tirolés gritón,1,4,3,4,<b>Grito de batalla:</b> Activa el <b>Último aliento</b> de un esbirro amistoso dos veces.
Titilosa,3,1,1,1,<b>Último aliento:</b> Añade un hechizo de cazador aleatorio a tu mano.
Titiritero aficionado,1,5,2,6,<b>Miniaturizar</b>, <b>Provocar</b> <b>Último aliento:</b> Otorga +2/+2 a los no-muertos de tu mano.
Todo es fabumrgloso,8,7,-1,-1,Otorga +2/+2 a tus esbirros. Cuesta (1) cristal menos por cada múrloc que controles.
Toga de protección,12,3,2,4,Tus esbirros tienen <b>Esquivo</b>.
Toki la Cronoingeniera,4,6,5,5,<b>Grito de batalla:</b> Añade un esbirro <b>legendario</b> aleatorio del pasado a tu mano.
Tol'vir de saronita,12,4,3,5,<b>Provocar</b> Cada vez que recibe un ataque, roba una carta.
Tol'vir herido,12,2,2,6,<b>Provocar</b> <b>Grito de batalla:</b> Inflige 3 p. de daño a este esbirro.
Tol'vir herido,12,2,2,6,<b>Provocar</b> <b>Grito de batalla:</b> Inflige 3 p. de daño a este esbirro.
Tomo de cabalista,4,4,-1,-1,Obtienes 3 hechizos de mago aleatorios.
Tomo de cabalista,4,4,-1,-1,Obtienes 3 hechizos de mago aleatorios.
Tonque de la Luna Negra,3,7,8,5,<b>Último aliento:</b> Dispara cuatro misiles a enemigos aleatorios. Cada uno inflige 2 p. de daño.
Tony el Rey de la Piratería,12,7,4,6,<b>Grito de batalla: </b>Sustituye tu mazo por una copia del de tu oponente. <b>Desenlace:</b> Roba una carta.
Topiario el Dragoseto,2,7,5,5,<b>Grito de batalla:</b> Durante el resto de la partida, después de que lances un hechizo de Naturaleza, invoca una cría 3/3 con <b>Embestir</b>.
Topo temible,12,1,1,3,
Toque de los Nathrezim,9,1,-1,-1,Inflige 2 p. de daño a un esbirro. Si muere, restaura 3 p. de salud a tu héroe.
Toque de sanación,2,3,-1,-1,Restaura 8 p. de salud.
Toque de sanación,2,3,-1,-1,Restaura 8 p. de salud.
Toque helado,1,1,-1,-1,Inflige 2 p. de daño a un enemigo y lo <b>congela</b>.
Toque helado,4,2,-1,-1,Inflige 3 p. de daño. <b>Imbuir ( ):</b> Añade Toque helado a tu mano.
Torbellino,10,1,-1,-1,Inflige 1 p. de daño a todos los esbirros.
Torbellino,10,1,-1,-1,Inflige 1 p. de daño a todos los esbirros.
Torbellino,10,1,-1,-1,Inflige 1 p. de daño a todos los esbirros.
Tormenta de ceniza,4,3,-1,-1,Inflige 5 p. de daño que se dividen aleatoriamente entre todos los enemigos.
Tormenta de relámpagos,8,3,-1,-1,Inflige 3 p. de daño a todos los esbirros enemigos. <b>Sobrecarga:</b> (1)
Tormenta de relámpagos,8,3,-1,-1,Inflige 3 p. de daño a todos los esbirros enemigos. <b>Sobrecarga:</b> (1)
Tormenta de relámpagos,8,3,-1,-1,Inflige 2- 3 p. de daño a todos los esbirros enemigos. <b>Sobrecarga:</b> (2)
Tormenta rebosante,8,1,1,3,Tiene +1 p. de ataque mientras tengas cristales de maná <b>sobrecargados</b>.
Tormentoso Cortaviento,8,5,5,5,<b>Grito de batalla:</b> Si controlas los 4 tótems básicos, invoca a Al'Akir, Señor del Viento.
Toro mecánico,12,9,9,7,<b>Escudo divino</b>
Torre Sangrehielo,4,10,-1,-1,Al final de tu turno, lanza un hechizo de tu mazo. Dura 3 turnos.
Torre de marfil,10,4,4,3,<b>Grito de batalla:</b> <b>Descubre</b> un esbirro con <b>Provocar</b>. Obtienes una cantidad de armadura equivalente a su coste.
Torre maléfica,9,3,5,6,<b>Grito de batalla:</b> ¡Ataca a tu héroe!
Torrente,8,4,-1,-1,Inflige 8 p. de daño a un esbirro. Cuesta (3) cristales menos si lanzaste un hechizo el turno anterior.
Torrente crepuscular,6,2,-1,-1,Elige un personaje. Si es aliado, restaura 6 p. de salud. Si es enemigo, inflige 3 p. de daño.
Torreta Aullido Negro,10,7,3,8,No puede atacar. Cada vez que este esbirro recibe daño, inflige 3 p. de daño a un enemigo aleatorio.
Tortoliana escudada,6,3,2,5,<b>Provocar</b> <b>Último aliento:</b> Otorga +1/+1 a un esbirro amistoso aleatorio.
Tortuga explosiva,10,6,2,7,<b>Provocar</b> <b>Grito de batalla:</b> Inflige daño a todos los esbirros enemigos igual al Ataque de este esbirro.
Tortuga irascible,12,3,3,5,<b>Grito de batalla:</b> Inflige 5 p. de daño a tu héroe.
Tosca pincho de cólera,14,5,2,6,<b>Provocar</b> Después de que ataquen a este esbirro, inflige 1 p. de daño a todos los enemigos.
Tosco Sangre Hirviente,10,7,6,8,<b>Embestir</b> Cuesta (1) cristal menos por cada esbirro dañado.
Toshley,12,6,5,7,<b>Grito de batalla y Último aliento:</b> Añade una <b>Pieza de repuesto</b> a tu mano.
Toxicóloga,12,2,2,2,<b>Grito de batalla:</b> Otorga +1 p. de ataque a tu arma.
Toxinaleta,12,1,1,2,<b>Grito de batalla:</b> Otorga <b>Veneno</b> a un múrloc amistoso.
Trabajo en pareja,2,1,-1,-1,Añade una bestia de coste 2 y una bestia de coste 3 aleatorias a tu mano.
Traca final,4,8,-1,-1,Invoca a un elemental 8/8. Se repite por cada elemental que hayas jugado en el turno anterior.
Tradicionalista Polkelt,12,4,4,5,<b>Grito de batalla:</b> Reordena tu mazo de la carta de mayor coste a la de menor coste.
Traficante de brazos,12,1,1,2,Después de que invoques a un no-muerto, le otorga +1 p. de ataque.
Traficante de canopes,12,1,1,1,<b>Último aliento:</b> Añade un esbirro aleatorio de coste 1 a tu mano.
Traficante del Kabal,9,6,6,6,Al final de tu turno, añade un demonio aleatorio a tu mano.
Tragafuegos intrépido,4,1,1,1,<b>Grito de batalla:</b> La próxima vez que uses tu poder de héroe este turno, infligirá 2 p. más de daño.
Tragalava ígneo,10,4,3,5,<b>Provocar</b> <b>Grito de batalla:</b> <b>Draga</b>. Obtienes armadura equivalente a su coste.
Traganieve,4,2,2,3,<b>Congela</b> a cualquier personaje dañado por este esbirro.
Tragasables,10,4,2,5,<b>Provocar</b> <b>Grito de batalla:</b> Equipa un sable 3/2.
Traicionar,7,2,-1,-1,<b>Secreto:</b> Cuando tu oponente gaste todo su maná, roba 2 cartas.
Traición,7,2,-1,-1,Obliga a un esbirro enemigo a infligir su daño a los esbirros adyacentes.
Traición,7,2,-1,-1,Obliga a un esbirro enemigo a infligir su daño a los esbirros adyacentes.
Traición súbita,7,2,-1,-1,<b>Secreto:</b> Cuando un esbirro vaya a atacar a tu héroe, en su lugar atacará a uno de sus aliados adyacentes.
Traidor de la tumba,1,4,4,3,<b>Grito de batalla:</b> Destruye una peste en el mazo de tu oponente e inflige 3 p. de daño a todos los esbirros enemigos.
Tramoyista,10,2,3,2,<b>Grito de batalla:</b> Otorga +1/+1 a un esbirro aleatorio que esté en tu mano.
Tramoyista de hechizos,12,2,1,4,<b>+1 p. de daño con hechizos</b> Cada turno que está en tu mano, intercambia su ataque y su salud.
Trampa con culebras,3,2,-1,-1,<b>Secreto:</b> Cuando atacan a uno de tus esbirros, invoca tres culebras 1/1.
Trampa con culebras,3,2,-1,-1,<b>Secreto:</b> Cuando atacan a uno de tus esbirros, invoca tres culebras 1/1.
Trampa congelante,3,2,-1,-1,<b>Secreto:</b> Cuando un esbirro enemigo vaya a atacar, lo devuelve a la mano de su dueño. Cuesta (2) cristales más.
Trampa congelante,3,2,-1,-1,<b>Secreto:</b> Cuando un esbirro enemigo vaya a atacar, lo devuelve a la mano de su dueño. Cuesta (2) cristales más.
Trampa congelante,3,2,-1,-1,<b>Secreto:</b> Cuando un esbirro enemigo vaya a atacar, lo devuelve a la mano de su dueño. Cuesta (2) cristales más.
Trampa de dardos,3,2,-1,-1,<b>Secreto:</b> Cuando el enemigo usa su poder de héroe, inflige 5 p. de daño a un enemigo aleatorio.
Trampa de hielo,3,2,-1,-1,<b>Secreto:</b> Cuando tu oponente vaya a lanzar un hechizo, este vuelve a su mano y cuesta (1) cristal más.
Trampa de hielo,3,2,-1,-1,<b>Secreto:</b> Cuando tu oponente vaya a lanzar un hechizo, este vuelve a su mano y cuesta (1) cristal más.
Trampa explosiva,3,2,-1,-1,<b>Secreto:</b> Cuando vayan a atacar a tu héroe, inflige 2 p. de daño a todos los enemigos.
Trampa explosiva,3,2,-1,-1,<b>Secreto:</b> Cuando vayan a atacar a tu héroe, inflige 2 p. de daño a todos los enemigos.
Trampa explosiva,3,2,-1,-1,<b>Secreto:</b> Cuando vayan a atacar a tu héroe, inflige 2 p. de daño a todos los enemigos.
Trampa para osos,3,2,-1,-1,<b>Secreto:</b> Cuando hayan atacado a tu héroe, invoca un oso 3/3 con <b>Provocar</b>.
Trampa para ratas,3,2,-1,-1,<b>Secreto:</b> Después de que tu oponente juegue 3 cartas en un turno, invocas una rata 6/6.
Trampa para ratas,3,2,-1,-1,<b>Secreto:</b> Después de que tu oponente juegue 3 cartas en un turno, invocas una rata 6/6.
Trampa venenosa,3,2,-1,-1,<b>Secreto:</b> Cuando uno de tus esbirros vaya a recibir un ataque, invoca una cobra 2/3 con <b>Veneno</b>.
Trampas de Los Titanes,3,2,-1,-1,<b>Descubre</b> y lanza un <b>secreto</b>. <b>Forja:</b> Hazlo dos veces.
Trampera de los Baldíos,12,3,2,4,Tus cartas con <b>Último aliento</b> cuestan (1) cristal menos.
Tramposa Chispalegría,7,3,3,3,<b>Grito de batalla:</b> Si tienes un <b>secreto</b> en la mano, lo lanzas y robas una carta.
Tramposo Drakkari,12,3,3,4,<b>Grito de batalla:</b> Otorga a cada jugador una copia de una carta aleatoria del mazo de su oponente.
Tramposo Prestaescama,7,4,2,2,<b>Grito de batalla:</b> Tu siguiente hechizo en este turno cuesta (0) cristales.
Tramposo callejero,12,3,0,7,<b>+2 p. de daño con hechizos</b>
Tramposo callejero,12,3,0,7,<b>+2 p. de daño con hechizos</b>
Tramposo tripábilo,4,4,2,3,<b>Grito de batalla:</b> Inflige 2 p. de daño a un enemigo aleatorio tres veces.
Tramposo tuerto,7,2,4,1,Cada vez que invocas a un pirata, obtiene <b>Sigilo</b>.
Transfigurador Zerus,12,1,1,1,Cada turno que esté en tu mano, se transforma en un esbirro aleatorio.
Transfiguradora,12,2,2,3,Cuando robas una carta, la transforma en un esbirro <b>legendario</b> aleatorio.
Transformación oscura,1,2,-1,-1,Transforma a un no-muerto en una monstruosidad no-muerta 4/5 con <b>Embestir</b>.
Transfusión de sangre,1,2,-1,-1,Otorga +1/+1 a todos los esbirros de tu mano. Gasta 2 <b>cadáveres</b> para darles +1/+1 más.
Transfusión de sangre,1,2,-1,-1,Otorga +1/+1 a todos los esbirros de tu mano. Gasta 2 <b>cadáveres</b> para darles +1/+1 más.
Transmutación llameante,8,1,-1,-1,Elige a un esbirro. <b>Descubre</b> un esbirro que cueste (1) cristal más para que se transforme en él.
Transmutafango,8,5,4,4,<b>Grito de batalla:</b> Se transforma en una copia 4/4 de un esbirro diferente de tu mazo.
Transportador de eternio,10,1,1,3,Cada vez que este esbirro recibe daño, obtienes 2 p. de armadura.
Traquesangre,10,9,9,9,<b>Último aliento:</b> Vuelve a invocar a este esbirro con -1/-1.
Trastada goblin,3,2,-1,-1,Otorga +3/+3 y <b>Embestir</b> a un esbirro amistoso. Muere al final del turno.
Trasto Llavetorno,10,4,2,5,<b>Grito de batalla:</b> Otorga +2/+2 a un robot amistoso.
Tratado de esperanza,5,9,-1,-1,Restaura 8 p. de salud. Invoca a un guardián 8/8 con <b>Provocar</b> y <b>Escudo divino</b>.
Tratado de justicia,5,5,-1,-1,Equipa un arma 1/4. Cambia la salud de todos los esbirros enemigos a 1 p.
Tratado de sabiduría,5,2,-1,-1,Otorga a un esbirro +1/+1 y «<b>Último aliento:</b> Añade un Tratado de sabiduría a tu mano».
Tratado de sentencia,5,7,5,-1,<b>Corrupción:</b> Obtiene <b>Robo de vida</b>.
Tratante de toxinas,3,4,2,4,Cada vez que juegas un esbirro de coste 1, le otorga <b>Veneno</b>.
Trato con un diablo,14,5,-1,-1,Invoca dos maleviles 3/3 con <b>Robo de vida</b>. Si tu mazo no tiene esbirros, invoca dos más.
Trato oscuro,9,4,-1,-1,Destruye a 2 esbirros enemigos aleatorios. Descarta 2 cartas aleatorias.
Trato oscuro,9,4,-1,-1,Destruye a 2 esbirros enemigos aleatorios. Descarta 2 cartas aleatorias.
Travesuras,7,2,-1,-1,<b>Secreto:</b> Cuando tu oponente roba su segunda carta en un turno, la carta se transforma en un plátano.
Trepacavernas,12,7,2,5,Cuesta (1) cristal menos cada vez que muere un esbirro mientras tienes esta carta en tu mano.
Trepador de alquitrán,12,3,1,5,<b>Provocar</b> Tiene +2 p. de ataque durante el turno de tu oponente.
Trepador de alquitrán,12,3,1,5,<b>Provocar</b> Tiene +2 p. de ataque durante el turno de tu oponente.
Trepador de ciénaga,12,7,6,8,<b>Provocar</b>
Trepador del pantano,12,5,3,6,<b>Provocar</b>
Trepador del pantano,12,5,3,6,<b>Provocar</b>
Trepadora embrujada,12,2,1,2,<b>Último aliento:</b> Invoca dos arañas espectrales 1/1.
Tridente de Azshara,10,3,3,-1,<b>Último aliento:</b> Coloca un Tridente sumergido en la parte inferior de tu mazo.
Trilero zorrero,7,2,3,2,<b>Grito de batalla:</b> Tu siguiente carta con <b>Combo</b> en este turno cuesta (2) cristales menos.
Trillador del lago,12,5,4,6,Al atacar, también daña a los esbirros adyacentes a su objetivo.
Trillanodonte saciado,12,7,5,8,<b>Provocar</b> <b>Último aliento:</b> Invoca a tres múrlocs 1/1.
Trimaga del Kirin Tor,4,4,3,3,<b>+3 p. de daño con hechizos</b> Tus hechizos cuestan (1) cristal más.
Triples sietes,7,7,-1,-1,Inflige 7 p. de daño a un esbirro. Roba 7 cartas.
Tripulación de esqueletos,1,4,3,3,<b>Grito de batalla:</b> <b>Excava</b> un tesoro. Cuesta (0).
Triturador ciclópeo,12,3,3,3,<b>Embestir</b> <b>Forja:</b> Obtiene +3/+2.
Triturador de cuarcita,1,4,3,-1,<b>Robo de vida</b> <b>Congela</b> a cualquier personaje dañado por tu héroe.
Triturador del Vacío,9,6,5,4,<b>Inspirar:</b> Destruye un esbirro aleatorio de cada jugador.
Triturador dracónido,12,6,6,6,<b>Grito de batalla:</b> Si tu oponente tiene 15 p. de salud o menos, obtiene +3/+3.
Trituradora antigua de Sneed,12,8,5,7,<b>Último aliento:</b> Invoca a un esbirro <b>legendario</b> aleatorio.
Trituradora de abono,2,9,8,8,<b>Embestir</b> Cuesta (1) cristal menos por cada antárbol amistoso que haya muerto en esta partida.
Trituradora pilotada,12,4,4,3,<b>Último aliento:</b> Invoca un esbirro aleatorio de coste 2.
Triturahuesos,1,5,5,4,<b>Grito de batalla:</b> Gasta 5 <b>cadáveres</b> para activar y obtener el <b>Último aliento</b> de un esbirro amistoso aleatorio que haya muerto durante esta partida.
Troceadora ritual,10,2,1,-1,<b>Grito de batalla:</b> <b>Convoca</b> a Galakrond.
Trogg Comepiedras,12,4,3,5,Cada vez que tu oponente lanza un hechizo, obtiene +2 p. de ataque.
Trogg Ferrohondo,12,1,1,2,Después de que tu oponente lance un hechizo, invoca a otro Trogg Ferrohondo.
Trogg Rompecantos,12,2,2,3,Cada vez que tu oponente lanza un hechizo, obtiene +1 p. de ataque.
Trogg comesombras,12,5,1,5,<b>Provocar</b> <b>Veneno</b>
Trogg de túnel,8,1,1,3,Cada vez que tengas <b>Sobrecarga</b>, obtiene +1 p. de ataque por cada cristal de maná bloqueado.
Troggzor el Terrinator,12,7,6,6,Cada vez que tu oponente lanza un hechizo, invoca a un trogg Comepiedras.
Trol de la Plaga,8,1,1,3,Los <b>Últimos alientos</b> otorgados a este esbirro se activan dos veces.
Trol terrible imprudente,9,3,2,6,<b>Provocar</b> <b>Grito de batalla:</b> Descarta tu carta de coste más bajo.
Trol zancudo,14,3,4,1,<b>Grito de batalla:</b> Roba una carta. Si la juegas en este turno, otorga +4 p. de ataque a tu héroe este turno.
Tromba de alma,9,5,-1,-1,Cuando juegas o descartas esta carta, inflige 6 p. de daño que se dividen aleatoriamente entre todos los enemigos.
Tromba de cañón,7,6,-1,-1,Inflige 3 p. de daño a un enemigo aleatorio. Se repite por cada uno de tus piratas.
Tromba vil,14,2,-1,-1,Inflige 2 p. de daño al enemigo con la salud más baja dos veces.
Tropiezo en el taller,14,4,-1,-1,Inflige 5 p. de daño a un esbirro. El exceso de daño se inflige a ambos esbirros adyacentes. <b>Proscrito:</b> Obtiene <b>Robo de vida</b>.
Trotador fulgurante,12,4,3,3,<b>Esquivo</b> en el turno de tu oponente.
Truco de gato,3,2,-1,-1,<b>Secreto:</b> Después de que tu oponente lance un hechizo, invoca una pantera 4/2 con <b>Sigilo</b>.
Truco de magia,4,1,-1,-1,<b>Descubre</b> un hechizo que cueste (3) cristales o menos.
Truenagarto,12,3,3,3,<b>Grito de batalla:</b> Si jugaste un elemental el turno anterior, se <b>adapta</b>.
Truhan de Bahía del Botín,12,5,5,4,<b>Provocar</b>
Truhan de segunda,12,5,4,5,<b>Provocar</b>. Cuesta (2) cristales menos si tu oponente tiene al menos tres esbirros.
Truhán de Bahía del Botín,12,5,5,4,<b>Provocar</b>
Tuercehechizos,4,3,-1,-1,<b>Secreto:</b> Cuando un enemigo lanza un hechizo sobre un esbirro, invoca a un esbirro 1/3 como nuevo objetivo.
Tuercehechizos,4,3,-1,-1,<b>Secreto:</b> Cuando un enemigo lanza un hechizo sobre un esbirro, invoca a un esbirro 1/3 como nuevo objetivo.
Tuercehechizos del sagrario,12,4,3,6,Cada vez que tu oponente selecciona a otro esbirro con un hechizo, este esbirro se convierte en el objetivo.
Tumba poco profunda,9,2,-1,-1,Activa el <b>Último aliento</b> de un esbirro amistoso y luego lo destruye.
Tuneladora chasqueante,9,2,2,2,<b>Grito de batalla:</b> <b>Descubre</b> un hechizo. Inflige a tu héroe un daño equivalente a su coste.
Turalyon el Titular,5,8,3,12,<b>Embestir</b> Cada vez que este esbirro ataca a otro, cambia a 3 p. el ataque y la salud del defensor.
Turbo Chóped de Tanaris,12,4,4,4,<b>Grito de batalla:</b> Si la mano de tu oponente está vacía, obtiene <b>Cargar</b>.
Turbocerdo con pinchos,12,5,5,5,<b>Grito de batalla:</b> Si un esbirro enemigo tiene <b>Provocar</b>, obtiene <b>Cargar</b>.
Tutora mezquina,12,4,2,5,<b>Magia súbita:</b> Inflige 2 p. de daño a todos los demás esbirros.
Tyr,5,6,4,5,<b>Grito de batalla:</b> Resucita a un esbirro de tu clase con 2, 3 y 4 p. de ataque.
Tyrantus,2,10,14,14,<b>Provocar</b> <b>Esquivo</b>
Tácticas de manada,3,2,-1,-1,<b>Secreto:</b> Cuando atacan a un esbirro amistoso, invoca una copia 3/3.
Té de cardo,7,6,-1,-1,Roba una carta. Añade 2 copias adicionales de la misma a tu mano.
Técnica Alanegra,12,3,2,4,<b>Grito de batalla:</b> Obtiene +1/+1 si hay un dragón en tu mano.
Técnica pirotécnica,3,2,2,1,<b>Grito de batalla:</b> Otorga +1/+1 a un robot amistoso. Si tiene <b>Último aliento</b>, lo activa.
Técnico de Ciudad Manitas,12,3,3,3,<b>Grito de batalla:</b> Si tienes un robot, obtiene +1/+1 y añade una <b>Pieza de repuesto</b> a tu mano.
Técnico de control mental,12,5,3,3,<b>Grito de batalla:</b> Si tu oponente tiene 4 esbirros o más, tomas el control de uno.
Técnico de control mental,12,3,3,3,<b>Grito de batalla:</b> Si tu oponente tiene 4 esbirros o más, tomas el control de uno aleatorio.
Técnico de control mental,12,5,3,3,<b>Grito de batalla:</b> Si tu oponente tiene 4 esbirros o más, tomas el control de uno.
Técnico de gobliplaneo,12,3,3,3,<b>Grito de batalla:</b> Si controlas un robot, obtiene +1/+1 y <b>Embestir</b>.
Técnico de piedraluces,5,5,3,4,<b>Grito de batalla:</b> Otorga a todos los esbirros de tu mano +2/+2.
Tótem Lengua de Fuego,8,2,0,3,Los esbirros adyacentes tienen +2 p. de ataque.
Tótem Lengua de Fuego,8,2,0,3,Los esbirros adyacentes tienen +2 p. de ataque.
Tótem Lengua de Fuego,8,2,0,3,Los esbirros adyacentes tienen +2 p. de ataque.
Tótem Marea de maná,8,3,0,3,Al final de tu turno, roba una carta.
Tótem Marea de maná,8,3,0,3,Al final de tu turno, roba una carta.
Tótem Primapantano,8,2,0,3,Al final de tu turno, invoca a un múrloc 1/1.
Tótem ancestral,12,0,0,3,
Tótem anclado,8,2,0,3,Después de que invoques a un esbirro de coste 1, le otorga +2/+1.
Tótem de piedra del pecado,12,1,0,3,Al final de tu turno, obtiene 1 p. de salud.
Tótem de recuerdo de la fiesta,8,3,0,3,Al final de tu turno, invoca un tótem básico aleatorio. <b>Imbuir ( ):</b> Invoca dos en su lugar.
Tótem de rocaguja,8,2,0,2,Al final de tu turno, obtienes 2 p. de armadura y robas una carta.
Tótem de trucos,12,2,0,3,Al final de tu turno, lanza un hechizo aleatorio que cuesta (3) cristales o menos.
Tótem de vitalidad,8,2,0,3,Al final de tu turno, restaura 4 p. de salud a tu héroe.
Tótem del MAL,8,2,0,2,Al final de tu turno, añade un <b>lacayo</b> a tu mano.
Tótem estéreo,12,2,0,3,Al final de tu turno, otorga +2/+2 a un esbirro aleatorio de tu mano.
Tótem gramola,5,2,0,4,Al final de tu turno, invoca un recluta Mano de Plata 1/1.
Tótems por doquier,8,4,-1,-1,Invoca los cinco <i>(¡¿?!)</i> tótems básicos. <b>Sobrecarga:</b> (1).
Ujier de almas,9,4,3,5,Cada vez que muere un esbirro, otorga a tu C'Thun +1/+1 <i>(dondequiera que esté)</i>.
Ujier de almas,9,4,3,5,Cada vez que muere un esbirro, otorga a tu C'Thun +1/+1 <i>(dondequiera que esté)</i>.
Ujier sospechoso,6,1,1,3,<b>Grito de batalla:</b> <b>Descubre</b> un esbirro <b>legendario</b>. Si tu oponente adivina tu elección, obtiene una copia.
Ultrasaurio,12,10,7,14,
Un día en la Feria,5,3,-1,-1,Invoca a tres Reclutas Mano de Plata. <b>Corrupción:</b> Invoca a cinco.
Un tranvía llamado problema,9,3,-1,-1,Descarta tu hechizo de menor coste. Invoca dos vagones de tranvía 3/3 con <b>Embestir</b>. <b>Robo rápido:</b> No descartas.
Una luz en la oscuridad,5,2,-1,-1,<b>Descubre</b> un esbirro paladín. Le otorga +2/+2.
Una luz en la oscuridad,5,2,-1,-1,<b>Descubre</b> un esbirro paladín. Le otorga +2/+2.
Unidad K-N1N4,3,2,2,3,<b>Grito de batalla:</b> <b>Draga</b>. Si es un esbirro de coste 1, lo invoca.
Unidad de contención,12,7,6,6,<b>Magnetismo</b> <b>Último aliento:</b> Invoca a un esbirro aleatorio de coste 8.
Urna siniestra,1,4,-1,-1,Otorga +2/+2 a un no-muerto amistoso. Gasta 5 <b>Cadáveres</b> para invocar una copia suya.
Ursatrón,3,3,3,3,<b>Último aliento:</b> Roba un robot de tu mazo.
Uther de la Espada de Ébano,5,9,-1,30,<b>Grito de batalla:</b> Equipa un arma 5/3 con <b>Robo de vida</b>.
V-07-TR-0N supremo,7,6,3,5,<b>T1T4N</b> Las facultades de este esbirro se repiten en otro esbirro amistoso aleatorio.
Vacío Abisal,9,8,-1,-1,Destruye todos los esbirros y ubicaciones.
Vacío Abisal,9,8,-1,-1,Destruye todos los esbirros y ubicaciones.
Vacío Abisal,9,8,-1,-1,Destruye a todos los esbirros.
Vagabundo sediento,6,6,4,6,<b>Provocar</b> Cuesta (1) cristal menos por cada carta de coste 1 que has jugado en esta partida.
Vagador Hierro Negro,7,4,4,3,<b>Grito de batalla:</b> Inflige 2 p. de daño a todos los esbirros enemigos que no hayan recibido daño.
Vagador Hierro Negro,7,4,4,3,<b>Grito de batalla:</b> Inflige 2 p. de daño a todos los esbirros enemigos que no hayan recibido daño.
Vagador Piedra Umbría,14,1,1,1,<b>Embestir</b> <b>Grito de batalla:</b> Coge tu arma y obtiene sus estadísticas. <b>Último aliento:</b> La devuelve.
Vagador del IV:7,12,2,2,2,<b>Sigilo</b> <b>Grito de batalla:</b> La siguiente carta que robes costará (1) cristal menos.
Vagante Forjarrunas,7,4,5,3,Durante tu turno, tu arma no pierde durabilidad.
Vagante maldito,7,7,7,5,<b>Último aliento:</b> Invoca a una sombra 7/5 con <b>Sigilo</b>.
Vagón descarrilado,12,5,3,2,<b>Grito de batalla:</b> Invoca a un visitante 1/1 con <b>Embestir</b> por cada esbirro que tengas en la mano.
Vaina mímica,7,2,-1,-1,Roba una carta. Añade una copia de la carta a tu mano.
